"review_id","product_id","price"
"5505c1cce299b1e0b3f8e4b428417362","368c6c730842d78016ad823897a372db",49.9
"29ae131f1e1b52d81fb3ff6427ceb007","e95ee6822b66ac6058e2e4aff656071a",21.33
"68b49cfcd9420c6ad09af97ea8268e7c","0b0172eb0fd18479d29c3bc122c058c2",24.89
"51ebb8fede4fbe6126f9f85ebdd23166","e67307ff0f15ade43fcb6e670be7a74c",18.99
"7428934dc38633d863711567fcc1d567","2d9ff06c8870a518f5f6909774e140fb",78
"6d1c23083e960eaa5daa7505e8aa7071","880be32f4db1d9f6e2bec38fb6ac23ab",44.9
"ed469dda40b1b7f0660b24aa1b043b57","2b939dc9b176d7fa21594d588815d4a4",102.9
"c62fad0a8dd9f5af876adc1e2041758d","13944d17b257432717fd260e69853140",59.9
"7750f9537fc21016d9392ef19661e745","99e71b776debf2f01a69dce207e3e4f8",69
"98087172e524099025771d805ad1cdf7","656e0eca68dcecf6a31b8ececfabe3e8",85
"3a36f699ff17d318607904fc7ac9099d","84f456958365164420cfc80fbe4c7fab",92
"143f6db7fc05f38965da560ef1c44ed3","0c4a0f8ab44f9acd2d04e7024f9ba362",33.89
"397312c9f147d1a22bd3108f1d5dd42a","8695c431b31927efef5343e675f279e7",179.9
"3a0b0a0dd1ccb11582eb81e9a0c784ed","fb7a100ec8c7b34f60cec22b1a9a10e0",49.99
"0501aab2f381486c36bf0f071442c0c2","525f8fbde09c9bf777025c3141fbbc6e",35.9
"fdae91f394183e7509686b6001b769e2","efec0b0b076ce3f164b80145743ebc02",9.99
"ea56517f21f9a2ccde6047f836c76fb9","4dcb49b9ca7e48d2f108d40caa77caa2",99.9
"2a79a4d7ec16eeb80e0ff177d051db34","636598095d69a5718e67d2c9a3c7dde6",308
"4ae1114d0b5853ef79ae803a9a969878","06edb72f1e0c64b14c5b79353f7abea3",39.99
"dbf71f79f088d589caaac656b426eab8","56cdfe67fbda57c1dcc752f5f361f981",89.9
"6a3b79897eba9ff0de829eb1570b98b3","7e8067e7e5ce7aec0e2cb7c1a456d112",25.79
"5fcfab15e41dec56d42c883a668635a3","e7cc48a9daff5436f63d3aad9426f28b",199
"e6514bfb990b35522784418f8e227ae8","b7d94dc0640c7025dc8e3b46b52d8239",175.91
"d52c07a72b990d85dfaf30cc90bbd053","7933eeb8cf79ae899bfac71c0edb076d",139.85
"a6209b818df2c7684958f159ec0e6a4f","1a0d662b65b5ef08796501b064c853af",14.99
"a0f0f24f65b20b8fde6881d67556f99c","23227b07fc69250d2fa4be6602011aea",64.9
"1422561645d5ca46cdf7e2b37e162c0d","71a7800a633691de8ecdd17463335e2e",59.9
"fdb58742d2820b140b7b8d52bc11535c","880be32f4db1d9f6e2bec38fb6ac23ab",44.9
"c7695defb8fb8eb8eeb8c4dc0f6558ea","2fd91ba79b5f4f8342b67bd79cb54b3f",34.99
"181558c031e9a0df40cee5e873eb379d","b532349fe46b38fbc7bb3914c1bdae07",35
"16b283e80d776c46baabf45eccabb112","9b08a09bf2fd9731cfca8cb3db24457c",39.97
"82a6bee6c7c4e62f4dbb17b8dd4b989e","5d422bd54b54307ff7a5e770f40946e4",11.9
"2d1188a2d2ee61107412d6f175d8733d","1491a8ff192d4b5c369b0eaa2fe33ee5",179.99
"64d1910e671c970d0d25718a85f397d5","6ff1fc9209c7854704a4f75c9fac41b4",22
"51185d0df3927488308d31360c734f5a","53759a2ecddad2bb87a079a1f1519f73",49
"039ef96530dd7e9ce0910d86a129103f","c31539851232e3accbf0ef4c571f97f2",52.5
"673656c6a0a7245bc967eb5c5871b825","e8ca1ff2d0a28edb5be8bfbf2964dc3a",49
"0d72c69b37422ad350252a51474aaaea","9351b1e4334769dc0abe871ee3c7abc3",62
"1e62f9d5cf5ccb955bfee492ab431d59","9ecadb84c81da840dbf3564378b586e9",35
"1fa91563e11a3d1a10e7bbb68399d365","10dae91e0aba95747e90280edeffe883",25.99
"b17299af1546845dc0056d71b5556861","b0961721fd839e9982420e807758a2a6",53.9
"809f1ce4510bc2fb5d1b94610e529c7c","8338cef8355d238f43711dcb9c0657b2",45.9
"58b68053a676fdf1d4106e0daf65a0e9","422879e10f46682990de24d770e7f83d",53.9
"4ad57fe88212366516a1a89ac0afe3e1","283dc451ad3918badb976d56ff887289",89.9
"de23c38fb03573b2fd75e8099d50fa06","1716ea399ed8ee62ba811e6f55180f45",3.49
"cc451beb8ef5ce647e45002b9b484390","306b0c58328826c0564cbc520787d508",89
"ac7f5de1bea97d48a4a4ba7c0edcaa53","54d7ad85b648d3cb2b7069ed446d7f35",154.91
"ba5e6d78da2b2c3f5127ab99abe93629","6782d593f63105318f46bbf7633279bf",27.9
"7775d17dd35ceb9832b77c6d03e0900a","f9471562478eba8761bc985b968a0092",54.9
"8d697839be8221452e9d4f96347d0612","ed08ea04c92f5f434c2362f7310fb328",5.53
"e580b8c03cc6c1cd55ae874f699842f2","33f789f4b4fa74053af0199658b78853",30
"3daf993dc1700472508c5db28f58e674","98d61056e0568ba048e5d78038790e77",169
"66e1078073f6c367187af35c86ca1650","a0eccc912d428eaddf1ef4fe47593ece",143
"7b58ab9af058862a4c04fc829caa7251","304104a478e3a605db6072a22e4ee228",299
"ac34bee7bdd87b53fac18d523753c15f","e0bb3159111d86828b5caef8725ff055",101
"7016bd48b8a252ca1e581df8913e803a","7088744b00831b410bd17716cb578f39",35
"b30505cf101a32ec31fd32e6d4cf02ef","e988092a8afe5d9393a5c3a7ca17691c",49.8
"cedf655149bc1c7b96aa85193ab695ee","609c35bf8122d5ab8186ed7a6bfcd843",7.5
"0b16bf82b16e7f4013664e6b095a6c91","f42892b40225227fe465626ff509a92e",89.9
"076b220e7e26204fe4afe27632279c9a","f4d705aa95ccca448e5b0deb6e5290ba",24.9
"6ad4fec6fc0f7a5cd309fbe144ae9a1e","12bc892d6fff0dc42c8177f3665ef00e",39.49
"a50abad98ade7eb49ec61b42dc81008d","ead72457c58dcea14f94c2223c684716",139.9
"f4f46fbd001c96b9cfdbcb2d76d7cc6e","01a88bd2633c52bcc66348307cb3ae15",359.98
"ae21eba5e65c4b38b8ee2cf9e544283b","eb6c2ecde53034fc9ec47741b3232c9d",35
"cf4eefb6510e64a170aab487df038898","152397b614be35e54106663bd5671f7d",579
"4a1e6022bb04a5fb180f3ff6e280c304","84bc1370758fa98d08afd0180818217a",199.9
"519be44d5610810aaac0b0ba928e8028","c7fd13b5e515bffdab855d0812842edb",69.99
"515da289d55287bc7bf45cc2fa1eda67","a659cb33082b851fb87a33af8f0fff29",84.9
"cf4f0bae8d49907f5607a6c363debdb0","9b02b650be0a39d8590be7d35be443f9",59
"4488aeefe49359f73c6b65bb6c831bff","d6fe3b4ddecd4a8393c6a1385de3bfb6",192.97
"e46b005dae1fccdacfe03061706b87ff","2629c2e1e3a0b360912763741f1bb7ef",59.9
"cb0afae1cc469a190970ac52d4fa2a5a","c8c969c3a6423f48df9fde8a13e6770b",21.99
"1183a0f88915c6aa2e65ca4ed8d105b8","99a4788cb24856965c36a24e339b6058",89.9
"7f42120721834bc0543755e8387fce6b","8dfb2df51786c583001deb21b4a94080",398
"8970134d361e25daa1eddb853406d865","bd6e8cf9fe4122c385da2bcb9f979d5d",89
"cedf7442463fb31dddd3f334267a57ec","415dfa57292b8b7360d3f4cf2f9bff06",60
"a503ca4b3f485f69c4209b829ac9eb95","05542c6ab7bce0a01a5f7210380e72b3",92.65
"dadeb30f338fad33e8e06c966d27510b","bbf920aa6ac72007a726e6f419156f8f",39.9
"ec024209026e41e8e0da5708ab89ac62","527e17a9217166ba1744ef81423887ba",49.9
"67b93ddea9cff7769a44b88b2add09b8","5d66715cc928aadd0074f61332698593",19.9
"42b720db76c279c8f8a11105fcfccd30","422879e10f46682990de24d770e7f83d",49
"f1b03a4a5b84d800e57920795189c8f7","0c4e43e25f781898363a83f9a7390ebb",109
"cb1222dae9afbf14f63ed137c3c40a52","a19b6951c75da43aad691622dd2f6abe",38.4
"c3954c6abeaeca6e4519bd76120792a3","7e99ab6d9d5d63b0190513103bdc1188",133
"fba48aaad1b162e142d9dd94ba041755","e00d2c49504aeaf7acdc9ff7cf8a6107",249.99
"715dec3e0830052a337ad04a364c5ba6","b532349fe46b38fbc7bb3914c1bdae07",38.4
"d9f91c0b9fff09ed0874b16a8b695ce2","6b6b162b177d0f36987993aecbe1c65f",109.99
"8b212805f79d4de49657b42e1e9024c2","f1b067568bb39768f754b0d1ab1abcf6",99
"66abd2a504ca25e7235bd4f495323a58","5edf955f0c8417e3fea7288360c2e22d",17.9
"2cb679cfffd69784ae97b7f48293f6bd","eb53f94fdc60278efcef123bb275658a",329.9
"cc2f5e84c41e41a565ab2f98fa79db3d","cc62ab8550303ced5351594a4fd87884",29.99
"86ff38d4806d756c929dde2e56897f47","5b226d7c52f86ac72457617f78cff95d",56.99
"357eee6e20a822c6ddb7846deea182e6","b114bf337c0626166abe574eee9e3f32",146.94
"5a5a499c84c17a4ac69fdbcb22a62a88","422879e10f46682990de24d770e7f83d",49.9
"1c339cfef9037bad63a5d22d554e7c31","4ce8f190d8026353d3d91d907ad68f23",90
"6e70749f59293ab1cd656a1587ee6fb4","bef21943bc2335188429e1638ef99b81",19.9
"61ac8a25a55a0fb8ed83e555d1939dd1","42a2bd596fda1baef5719cb74f73030c",99.9
"158525283ed2d2d04406372be5898827","688ad0169550f8e2eb0307b61df3ba12",60.5
"dccce5e064541deae00163b6234ae471","7d0e0214a0852cf0c90032c7992cf27f",65
"e0d559bfc4187db9618486277b85dd84","2dd91cf063cf57cb0eebef072746daab",110.32
"254c44f5ba1d60f9890ef18466a13dc5","0a4093a4af429dc0a9334300e5c13ae5",29.9
"4177b6a61cdb3abbbf65f59112e5af3f","49bfa76ac7062b8b5a0bf9601623d612",30.49
"d2a00fd19e65183c5971add26b850199","993245facdeea0014e73a3e18750c123",125
"7b6427b9942b1684991af6ad1a821179","aca2eb7d00ea1a7b8ebd4e68314663af",75
"d203bea15072316dde7da4d68b4d46a2","3516632e8f52b679ff83d1665ecc990e",75.9
"09c55ca8b79fa0e085f15048bec198ec","ed7090839f8e749840a20f1c1cc78717",189.89
"749c50faf29840efe1cc9f6231952eab","f63e5eb82736ac58d9d286f64fe5c44f",25.99
"d83325cdf84d2640fa514a6faadd3593","056010e0e6196d99309275e1b2d12c80",44
"37355ee55db959a6623923e1e0f202be","9c0f79b9daf5436386477b4e17b94389",150
"7c61689015e6099852af8d2f5cb34c01","ef66e63137bdd1b2e44aa968646fc1e3",38.4
"6d8f99d23b8ef3200ef680aa27403bf8","f4041d76285c2a34ad5013e8d287a400",39.99
"ba65793781e35a1af0679be93c4615a1","b0961721fd839e9982420e807758a2a6",59.9
"b4e6e4e5cbc62d687a6df95b5616651c","cbd2c1ba72b7f4ce36a69fd430c019ae",149.99
"34be7cad8ff81d2db82434fa4b35bf77","013ee64977aaa6b2b25475095162e0e9",69.99
"ccb104f97a55291489b7314ab022607e","ca36223e14b83df526098afff99de992",19
"6035b5360d50887471b8f12ae1beda70","0a57f7d2c983bcf8188589a5fea4a8da",119
"0af1efea47d2a41f700c109c4e5f664b","fb00f51d564e36645bf7eab56ce5fd43",80
"6402eaa568948ca90139163eeb29097b","d1c427060a0f73f6b889a5c7c61f2ac4",149
"f018f0c6074ba4f219f9a51674eabf20","b9d2933371226d828303d9235b89369c",24.9
"954b827dd06383c995a8c902188f3358","154f1553226255086ce3e22b1b013415",38.9
"7ac26429fc8552fd901dfe27cff4974c","b781cf30a200b5eff2787c2074d67045",159.99
"d4df21b60f0afa1a1abd28facef0bd6e","3eef0cb94ba82de806bb30ab743c7655",79.99
"00906040e1fa230cd447e0e2ab23221c","3354a4e684f5e7199f9407db70ccd92b",89.99
"5d09d4c6ed0be9f1d2db1b2a0d674b57","e7cc48a9daff5436f63d3aad9426f28b",170
"ab9ba194c626dbea5f453807b7ad8345","1b7384e0f9f5e4cb914cd3f5535a4cab",23.8
"c58021a3ebd39b50c781ca6772ba2f02","bc0d2d816d425e6ce3e80d8b9887d324",49.99
"679f7df6541135051132a1cfc2a72572","8b50a72d52d7a91fb19d19fbe069e2f2",44.99
"7887b29eafe79233d82c8011d226ba4d","70906e04da1eebf3d1b8791bd09ffe85",69.9
"08d4d532e58f561966a38c9731a3de47","555cdc8ae3abc9870afa02367539b799",49
"d767f7be2d0049a8b6a30390d8de70cb","30b159b653b87754d7a38446c7ef4669",13.3
"8df530b74636d8645d4c66f2b7d0ffa7","ba2fafdf0c3e7418202575a48d00bd15",86.99
"4e5012ac1694f6989a56164c2a1674d7","f20e2a3811156fe0a12b4cd5c3638195",29
"a89e4e5aa54127b4e7e9ca74880b7027","a00a22560435cc439faf6163eabc1ef8",18.99
"2a26472681f8c8f52d6e1ce4f136bd02","13b4ff901d43edec666e3253b14b3a8f",630
"6944be2bf675380ea8b597607372ba7c","8af4a717d0442a5fbe332dc587583296",129.9
"73e73619cfab784d20a6e2c4ee9c4f98","b40ec43bdfc6d6fdd65e882066a5c895",177
"f89aa0dd2711a44be8939b544da9df5a","46b769809b6fb1728843192da1732171",36.9
"f9ed83a1f2847bba1e43c882cfaf3f79","22a0a4cfaf39559db703230823bdc13a",139
"8f8ab5a821c02c9c6641b66ce82b4e69","17eebb377a986cfb90285ec913767939",139
"d0a3d7db7dac19eed90207b7ef8da361","548ace38f22cc53db6f049c551d31397",179.9
"42bd18b4a9757a63d6bc9b4cc348c1dd","e7cc48a9daff5436f63d3aad9426f28b",170
"212fc36138db404580b3793452876976","054b1ab366729788a3717961085aec01",18
"cfde3bdd3de5197dcc7b47187b0400e3","980036ff323e235a27b7999d343a8990",69.9
"8f2abbf8009d0ba08e15d31631c10246","b8e35c1ace7b632cf4b643d6d30e4e08",39.99
